path,latitude,longitude,altitude,std_latitude,std_longitude
Dataset_complete/Trackpictures/nice_weather/nice_weather_thusis_filisur_20200827_pixelated/image_00101.jpg,46.699552,9.440351,703.185,1.71662406309523,-1.72387869760913
Dataset_complete/Trackpictures/nice_weather/nice_weather_thusis_filisur_20200827_pixelated/image_00102.jpg,46.699552,9.440351,703.185,1.71662406309523,-1.72387869760913
Dataset_complete/Trackpictures/nice_weather/nice_weather_thusis_filisur_20200827_pixelated/image_00103.jpg,46.699476,9.440373,703.237,1.71080984612521,-1.72358641338487
Dataset_complete/Trackpictures/nice_weather/nice_weather_thusis_filisur_20200827_pixelated/image_00104.jpg,46.699476,9.440373,703.237,1.71080984612521,-1.72358641338487
Dataset_complete/Trackpictures/nice_weather/nice_weather_thusis_filisur_20200827_pixelated/image_00105.jpg,46.699476,9.440373,703.237,1.71080984612521,-1.72358641338487
Dataset_complete/Trackpictures/nice_weather/nice_weather_thusis_filisur_20200827_pixelated/image_00106.jpg,46.699476,9.440373,703.237,1.71080984612521,-1.72358641338487
Dataset_complete/Trackpictures/nice_weather/nice_weather_thusis_filisur_20200827_pixelated/image_00107.jpg,46.699399,9.440395,703.381,1.70491912629997,-1.72329412916059
Dataset_complete/Trackpictures/nice_weather/nice_weather_thusis_filisur_20200827_pixelated/image_00108.jpg,46.699399,9.440395,703.381,1.70491912629997,-1.72329412916059
Dataset_complete/Trackpictures/nice_weather/nice_weather_thusis_filisur_20200827_pixelated/image_00109.jpg,46.699399,9.440395,703.381,1.70491912629997,-1.72329412916059
Dataset_complete/Trackpictures/nice_weather/nice_weather_thusis_filisur_20200827_pixelated/image_00110.jpg,46.699399,9.440395,703.381,1.70491912629997,-1.72329412916059
Dataset_complete/Trackpictures/nice_weather/nice_weather_thusis_filisur_20200827_pixelated/image_00111.jpg,46.699326,9.44042,703.831,1.69933441789452,-1.72296198799666
Dataset_complete/Trackpictures/nice_weather/nice_weather_thusis_filisur_20200827_pixelated/image_00112.jpg,46.699326,9.44042,703.831,1.69933441789452,-1.72296198799666
